donation_id,channel,campaign_name
409,organic,Homelessness
410,organic,General
411,display,General
412,display,General
413,organic,General
414,sarch,Homelessness
415,sarch,Poverty
416,organic,Homelessness
417,display,Poverty
418,search,Homelessness
419,search,General
420,organic,General
421,display,Homelessness
422,search,Homelessness
423,search,Homelessness
424,display,General
425,organic,General
426,organic,Poverty
427,organic,Homelessness
428,organic,General
429,search,Homelessness
430,search,Homelessness
431,organic,Homelessness
432,search,General
433,organic,General
434,display,General
435,email,General
436,display,Homelessness
437,display,Homelessness
438,search,Homelessness
439,organic,General
440,display,General
441,email,Homelessness
442,search,General
443,display,Homelessness
444,search,Homelessness
445,display,General
446,search,Homelessness
447,display,General
448,organic,Homelessness
449,search,Homelessness
450,organic,General
451,organic,Homelessness
452,display,General
453,email,General
454,search,Homelessness
455,search,General
456,sarch,Homelessness
457,organic,General
458,organic,Homelessness
459,search,General
460,search,General
461,org,General
462,search,Homelessness
463,email,Homelessness
464,sarch,General
465,organic,Homelessness
466,display,General
467,sarch,General
468,email,General
469,sarch,General
470,display,General
471,display,General
472,display,General
473,display,General
474,display,General
475,display,Poverty
476,search,Homelessness
477,organic,General
478,display,Homelessness
479,email,Homelessness
480,search,General
481,organic,General
482,organic,General
483,organic,General
484,organic,General
485,organic,General
486,organic,Homelessness
487,organic,General
488,display,Homelessness
489,organic,Poverty
490,organic,General
491,display,General
492,display,General
493,organic,General
494,organic,General
495,display,General
496,search,General
497,organic,General
498,display,Poverty
499,organic,General
500,email,General
501,display,General
502,search,General
503,search,Poverty
504,display,General
505,sarch,General
506,organic,Homelessness
507,organic,General
508,search,General
509,display,Poverty
510,organic,Homelessness
511,display,Poverty
512,display,General
513,search,General
514,search,General
515,organic,General
516,email,General
517,search,General
518,organic,General
519,search,General
520,display,Homelessness
521,organic,General
522,email,Poverty
523,display,Homelessness
524,display,General
525,sarch,General
526,org,Poverty
527,organic,General
528,organic,General
529,organic,Homelessness
530,sarch,General
531,display,General
532,organic,General
533,search,General
534,organic,General
535,display,General
536,organic,General
537,display,General
538,search,General
539,organic,General
540,sarch,Homelessness
541,search,General
542,organic,General
543,search,Homelessness
544,org,General
545,display,General
546,search,General
547,organic,Homelessness
548,search,General
549,display,General
550,display,General
551,search,Homelessness
552,search,General
553,display,General
554,display,Homelessness
555,sarch,General
556,display,Homelessness
557,search,General
558,organic,General
559,search,Homelessness
560,display,Homelessness
561,display,Homelessness
562,organic,General
563,email,Homelessness
564,organic,Homelessness
565,org,General
566,display,General
567,organic,Homelessness
568,organic,General
569,search,Poverty
570,organic,General
571,organic,Homelessness
572,organic,General
573,sarch,General
574,organic,Homelessness
575,organic,Homelessness
576,organic,General
577,organic,Homelessness
578,organic,Homelessness
579,organic,General
580,organic,Homelessness
581,email,Poverty
582,org,General
583,org,General
584,org,Homelessness
585,search,Homelessness
586,display,Homelessness
587,org,Poverty
588,search,Homelessness
589,organic,General
590,organic,Homelessness
591,organic,Poverty
592,display,General
593,search,General
594,search,General
595,search,Homelessness
596,display,General
597,search,Homelessness
598,display,General
599,sarch,General
600,search,General
601,organic,Homelessness
602,display,General
603,display,General
604,search,General
605,display,Homelessness
606,organic,General
607,sarch,Homelessness
608,search,General
609,organic,General
610,organic,General
611,search,General
612,display,General
613,organic,General
614,search,General
615,organic,Homelessness
616,organic,Homelessness
617,sarch,Poverty
618,organic,General
619,display,General
620,organic,Homelessness
621,organic,Homelessness
622,display,Homelessness
623,search,General
624,search,General
625,display,General
626,search,General
627,display,Homelessness
628,display,Homelessness
629,display,Homelessness
630,organic,Poverty
631,organic,Homelessness
632,organic,Poverty
633,display,General
634,organic,General
635,organic,General
636,sarch,Homelessness
637,organic,General
638,sarch,General
639,display,General
640,display,General
641,sarch,Homelessness
642,display,Poverty
643,org,General
644,display,Homelessness
645,search,General
646,organic,General
647,organic,Homelessness
648,email,General
649,display,General
650,search,General
651,organic,General
652,organic,Poverty
653,search,General
654,organic,Homelessness
655,display,General
656,display,Homelessness
657,display,Poverty
658,organic,General
659,search,General
660,organic,General
661,display,General
662,search,General
663,search,General
664,organic,General
665,search,Poverty
666,display,General
667,organic,Homelessness
668,display,General
669,sarch,Homelessness
670,sarch,General
671,search,Homelessness
672,search,General
673,search,General
674,search,General
675,organic,Homelessness
676,organic,General
677,display,Homelessness
678,organic,General
679,sarch,General
680,organic,General
681,display,General
682,display,Homelessness
683,search,General
684,display,Poverty
685,search,General
686,display,General
687,sarch,Poverty
688,organic,Homelessness
689,sarch,Homelessness
690,search,General
691,search,General
692,display,Homelessness
693,display,Poverty
694,display,Homelessness
695,sarch,Poverty
696,sarch,Homelessness
697,organic,General
698,organic,Poverty
699,display,General
700,display,Homelessness
701,search,General
702,search,Homelessness
703,organic,Homelessness
704,organic,General
705,org,General
706,search,Homelessness
707,organic,General
708,organic,General
709,organic,Homelessness
710,sarch,Homelessness
711,display,Homelessness
712,sarch,General
713,organic,General
714,email,General
715,display,General
716,search,General
717,organic,Homelessness
718,sarch,General
719,search,Homelessness
720,search,General
721,display,General
722,e-mail,General
723,display,Homelessness
724,org,General
725,display,General
726,display,Homelessness
727,display,Homelessness
728,display,Poverty
729,organic,Homelessness
730,display,General
731,display,General
732,display,General
733,organic,General
734,organic,Homelessness
735,org,General
736,organic,Homelessness
737,organic,General
738,display,Homelessness
739,sarch,Poverty
740,display,General
741,sarch,Poverty
742,email,Homelessness
743,display,General
744,sarch,Homelessness
745,organic,General
746,email,General
747,sarch,Poverty
748,search,Homelessness
749,display,General
750,organic,General
751,organic,General
752,sarch,General
753,search,General
754,display,General
755,search,General
756,search,Homelessness
757,email,Homelessness
758,display,Poverty
759,sarch,General
760,organic,General
761,display,General
762,search,General
763,sarch,General
764,search,General
765,organic,Poverty
766,search,General
767,search,Poverty
768,email,General
769,search,Poverty
770,search,General
771,search,General
772,email,Homelessness
773,organic,Homelessness
774,organic,Homelessness
775,organic,General
776,organic,General
777,organic,General
778,display,General
779,organic,General
780,organic,General
781,organic,General
782,display,General
783,display,Homelessness
784,search,Homelessness
785,organic,Poverty
786,search,General
787,organic,General
788,org,Homelessness
789,email,General
790,organic,Homelessness
791,display,Poverty
792,organic,General
793,sarch,General
794,email,General
795,search,Poverty
796,organic,General
797,organic,General
798,organic,General
799,organic,Homelessness
800,organic,General
801,display,General
802,display,General
803,search,General
804,search,General
805,sarch,General
806,org,General
807,display,General
808,display,General
809,display,Homelessness
810,search,General
811,organic,Homelessness
812,organic,Homelessness
813,display,General
814,display,General
815,search,General
816,organic,General
817,organic,General
818,organic,General
819,organic,Poverty
820,organic,General
821,display,Poverty
822,email,Homelessness
823,organic,Homelessness
824,organic,Homelessness
825,sarch,General
826,organic,General
827,organic,Homelessness
828,organic,General
829,display,Homelessness
830,organic,General
831,display,General
832,display,General
833,sarch,General
834,search,General
835,organic,General
836,organic,Poverty
837,organic,Homelessness
838,organic,General
839,organic,General
840,search,General
841,search,General
842,org,General
843,search,Poverty
844,organic,Poverty
845,search,General
846,sarch,General
847,organic,General
848,organic,General
849,search,General
850,display,Poverty
851,search,General
852,display,General
853,search,General
854,organic,General
855,display,General
856,display,General
857,search,General
858,organic,Poverty
859,display,General
860,organic,General
861,organic,General
862,email,General
863,search,General
864,org,Homelessness
865,search,Homelessness
866,organic,Homelessness
867,organic,General
868,search,Homelessness
869,organic,Homelessness
870,search,General
871,organic,General
872,display,Homelessness
873,org,Homelessness
874,sarch,General
875,display,General
876,display,Poverty
877,sarch,Homelessness
878,display,General
879,search,Homelessness
880,organic,General
881,organic,General
882,display,Homelessness
883,display,Poverty
884,sarch,Homelessness
885,display,Homelessness
886,organic,General
887,sarch,Poverty
888,search,General
889,display,Homelessness
890,display,General
891,search,General
892,search,Homelessness
893,display,General
894,organic,Poverty
895,email,Homelessness
896,display,General
897,organic,General
898,organic,General
899,display,Homelessness
900,search,Poverty
901,display,General
902,organic,Homelessness
903,display,General
904,organic,General
905,email,Poverty
906,display,Poverty
907,search,General
908,organic,General
909,sarch,General
910,search,General
911,organic,Homelessness
912,display,Homelessness
913,organic,General
914,organic,General
915,organic,General
916,display,General
917,display,Homelessness
918,email,Homelessness
919,organic,Homelessness
920,organic,General
921,sarch,General
922,organic,Homelessness
923,display,Homelessness
924,search,Homelessness
925,display,General
926,search,General
927,display,Homelessness
928,organic,Homelessness
929,display,Poverty
930,organic,General
931,organic,Homelessness
932,organic,Homelessness
933,organic,General
934,sarch,General
935,display,Homelessness
936,organic,Homelessness
937,organic,Homelessness
938,org,Poverty
939,search,General
940,display,Homelessness
941,organic,General
942,search,Homelessness
943,display,General
944,search,Poverty
945,display,General
946,email,Poverty
947,organic,General
948,org,General
949,organic,General
950,display,General
951,organic,General
952,organic,General
953,search,General
954,display,General
955,display,Homelessness
956,search,Homelessness
957,sarch,Homelessness
958,organic,General
959,display,General
960,org,Homelessness
961,organic,Poverty
962,organic,Homelessness
963,search,General
964,organic,General
965,organic,Homelessness
966,search,General
967,organic,General
968,organic,General
969,search,Homelessness
970,email,General
971,display,General
972,org,Poverty
973,sarch,General
974,organic,Poverty
975,organic,Homelessness
976,org,Homelessness
977,organic,General
978,organic,General
979,organic,Homelessness
980,display,General
981,display,General
982,organic,General
983,organic,General
984,display,Homelessness
985,organic,General
986,display,Homelessness
987,sarch,General
988,search,General
989,display,General
990,search,Homelessness
991,organic,General
992,organic,General
993,display,General
994,organic,Poverty
995,search,Homelessness
996,display,General
997,search,Poverty
998,display,Poverty
999,organic,General
1000,organic,General
1001,display,General
1002,sarch,General
1003,organic,Homelessness
1004,display,Homelessness
1005,search,General
1006,organic,General
1007,email,General
1008,display,General
1009,organic,Homelessness
1010,organic,General
1011,sarch,Poverty
1012,organic,Homelessness
1013,search,General
1014,sarch,General
1015,search,Homelessness
1016,search,General
1017,search,Homelessness
1018,organic,Homelessness
1019,display,Homelessness
1020,organic,General
1021,search,General
1022,organic,Homelessness
1023,organic,Homelessness
1024,search,Homelessness
1025,display,General
1026,sarch,Homelessness
1027,display,General
1028,organic,General
1029,org,Poverty
1030,organic,General
1031,search,Homelessness
1032,display,General
1033,organic,Homelessness
1034,display,General
1035,display,Homelessness
1036,organic,Poverty
1037,organic,Poverty
1038,org,Homelessness
1039,organic,Homelessness
1040,organic,General
1041,display,General
1042,display,Poverty
1043,search,General
1044,display,Homelessness
1045,display,General
1046,organic,Homelessness
1047,sarch,General
1048,search,General
1049,display,General
1050,display,Poverty
1051,display,Poverty
1052,sarch,General
1053,search,Homelessness
1054,organic,Homelessness
1055,organic,General
1056,organic,General
1057,email,General
1058,organic,General
1059,organic,General
1060,sarch,General
1061,search,General
1062,search,General
1063,search,General
1064,display,General
1065,search,Homelessness
1066,search,General
1067,organic,General
1068,organic,General
1069,display,General
1070,sarch,General
1071,organic,Homelessness
1072,org,Homelessness
1073,organic,Poverty
1074,search,General
1075,organic,General
1076,display,Homelessness
1077,search,General
1078,organic,Homelessness
1079,display,General
1080,search,Homelessness
1081,display,General
1082,organic,Homelessness
1083,display,General
1084,display,General
1085,organic,General
1086,sarch,General
1087,display,Homelessness
1088,organic,General
1089,organic,Homelessness
1090,search,Poverty
1091,organic,General
1092,display,Poverty
1093,display,General
1094,organic,Homelessness
1095,org,General
1096,email,Homelessness
1097,organic,Homelessness
1098,email,General
1099,display,Homelessness
1100,organic,General
1101,organic,General
1102,search,General
1103,display,Homelessness
1104,display,Homelessness
1105,email,Poverty
1106,organic,General
1107,organic,General
1108,organic,Homelessness
1109,organic,Poverty
1110,organic,General
1111,organic,Homelessness
1112,organic,General
1113,display,General
1114,sarch,General
1115,sarch,General
1116,search,General
1117,display,Homelessness
1118,display,General
1119,display,Poverty
1120,organic,General
1121,search,Homelessness
1122,organic,General
1123,display,Poverty
1124,organic,General
1125,org,General
1126,search,Homelessness
1127,sarch,General
1128,display,Homelessness
1129,search,General
1130,display,General
1131,organic,General
1132,search,Homelessness
1133,organic,Poverty
1134,display,General
1135,search,General
1136,email,General
1137,sarch,General
1138,sarch,General
1139,search,Homelessness
1140,org,General
1141,display,Homelessness
1142,org,General
1143,search,Poverty
1144,display,Homelessness
1145,org,General
1146,display,General
1147,display,General
1148,organic,Poverty
1149,display,Homelessness
1150,display,Poverty
1151,sarch,General
1152,display,Homelessness
1153,organic,Poverty
1154,search,Homelessness
1155,search,Homelessness
1156,search,General
1157,search,General
1158,sarch,General
1159,organic,General
1160,organic,Homelessness
1161,email,Homelessness
1162,search,General
1163,display,General
1164,search,General
1165,organic,General
1166,search,General
1167,organic,General
1168,display,Poverty
1169,search,Poverty
1170,search,General
1171,sarch,General
1172,organic,General
1173,display,Poverty
1174,organic,General
1175,sarch,Homelessness
1176,search,Homelessness
1177,display,General
1178,organic,General
1179,org,General
1180,display,General
1181,organic,Homelessness
1182,search,General
1183,organic,General
1184,organic,General
1185,organic,Homelessness
1186,organic,General
1187,display,General
1188,email,General
1189,organic,Homelessness
1190,organic,Homelessness
1191,organic,Poverty
1192,search,Homelessness
1193,search,General
1194,search,General
1195,search,Homelessness
1196,display,General
1197,search,Homelessness
1198,organic,General
1199,organic,General
1200,organic,Homelessness
1201,organic,Homelessness
1202,sarch,Homelessness
1203,display,Homelessness
1204,organic,Homelessness
1205,search,General
1206,organic,General
1207,org,Homelessness
1208,search,Homelessness
1209,organic,General
1210,search,Homelessness
1211,organic,General
1212,display,Homelessness
1213,organic,General
1214,email,General
1215,display,General
1216,display,General
1217,display,Homelessness
1218,search,General
1219,email,Homelessness
1220,org,General
1221,display,General
1222,organic,Homelessness
1223,organic,General
1224,display,Homelessness
1225,search,Poverty
1226,search,General
1227,sarch,General
1228,organic,General
1229,search,General
1230,display,General
1231,sarch,General
1232,search,General
1233,organic,General
1234,sarch,General
1235,email,Homelessness
1236,sarch,Homelessness
1237,display,Homelessness
1238,search,Homelessness
1239,organic,Poverty
1240,display,General
1241,display,General
1242,search,Poverty
1243,display,Homelessness
1244,search,General
1245,display,Homelessness
1246,search,General
1247,organic,General
1248,organic,Homelessness
1249,organic,General
1250,search,General
1251,search,Poverty
1252,organic,Homelessness
1253,display,Homelessness
1254,organic,General
1255,organic,Homelessness
1256,search,General
1257,display,General
1258,display,General
1259,display,General
1260,organic,General
1261,search,General
1262,search,General
1263,email,General
1264,display,General
1265,sarch,General
1266,organic,Poverty
1267,search,General
1268,search,Homelessness
1269,display,General
1270,search,Homelessness
1271,sarch,General
1272,display,General
1273,display,General
1274,email,Homelessness
1275,sarch,General
1276,organic,Homelessness
1277,organic,Homelessness
1278,display,General
1279,search,General
1280,display,General
1281,organic,General
1282,sarch,Poverty
1283,organic,Homelessness
1284,display,General
1285,sarch,General
1286,search,General
1287,display,General
1288,display,General
1289,organic,General
1290,display,General
1291,organic,Poverty
1292,display,Homelessness
1293,display,General
1294,organic,General
1295,search,General
1296,display,General
1297,display,Homelessness
1298,search,General
1299,organic,General
1300,organic,Homelessness
1301,sarch,Poverty
1302,search,Homelessness
1303,search,General
1304,display,General
1305,organic,Homelessness
1306,organic,Homelessness
1307,email,General
1308,org,General
1309,display,Poverty
1310,organic,Poverty
1311,organic,General
1312,display,General
1313,display,Homelessness
1314,organic,Homelessness
1315,email,General
1316,organic,Homelessness
1317,organic,Homelessness
1318,display,General
1319,organic,Homelessness
1320,organic,Poverty
1321,search,General
1322,display,Homelessness
1323,organic,Homelessness
1324,display,General
1325,organic,Poverty
1326,email,Poverty
1327,search,General
1328,org,General
1329,organic,Homelessness
1330,sarch,Homelessness
1331,search,General
1332,display,Homelessness
1333,organic,General
1334,search,General
1335,search,Homelessness
1336,search,Homelessness
1337,sarch,Homelessness
1338,organic,General
1339,organic,General
1340,organic,General
1341,sarch,Poverty
1342,display,Homelessness
1343,display,General
1344,display,General
1345,search,Poverty
1346,organic,Poverty
1347,display,General
1348,sarch,General
1349,search,General
1350,search,General
1351,organic,General
1352,display,General
1353,search,General
1354,sarch,Homelessness
1355,organic,Homelessness
1356,organic,General
1357,organic,Homelessness
1358,organic,General
1359,sarch,General
1360,search,Poverty
1361,org,Homelessness
1362,display,General
1363,organic,Homelessness
1364,organic,General
1365,organic,Poverty
1366,organic,General
1367,organic,General
1368,organic,General
1369,organic,General
1370,sarch,General
1371,display,Homelessness
1372,search,Homelessness
1373,organic,Homelessness
1374,search,General
1375,organic,General
1376,display,General
1377,display,General
1378,display,General
1379,display,General
1380,organic,General
1381,sarch,Poverty
1382,display,Homelessness
1383,display,Homelessness
1384,organic,General
1385,sarch,Homelessness
1386,search,General
1387,organic,Homelessness
1388,display,General
1389,org,Homelessness
1390,sarch,General
1391,organic,General
1392,display,Homelessness
1393,organic,Homelessness
1394,display,Homelessness
1395,display,Poverty
1396,search,Poverty
1397,organic,Homelessness
1398,organic,Homelessness
1399,sarch,Homelessness
1400,organic,General
1401,search,General
1402,display,Homelessness
1403,organic,General
1404,search,General
1405,organic,Poverty
1406,email,General
1407,display,General
1408,search,General
1409,organic,General
1410,sarch,Homelessness
1411,org,General
1412,org,General
1413,display,General
1414,org,Homelessness
1415,organic,Homelessness
1416,display,Homelessness
1417,organic,General
1418,search,Homelessness
1419,sarch,Homelessness
1420,sarch,Homelessness
1421,organic,General
1422,display,General
1423,organic,Homelessness
1424,email,Homelessness
1425,display,General
1426,organic,Homelessness
1427,display,Poverty
1428,organic,General
1429,organic,Homelessness
1430,sarch,General
1431,organic,Poverty
1432,display,General
1433,sarch,General
1434,search,Homelessness
1435,display,General
1436,display,General
1437,organic,General
1438,org,Homelessness
1439,org,General
1440,display,Poverty
1441,organic,General
1442,email,General
1443,display,Homelessness
1444,display,Homelessness
1445,display,Homelessness
1446,organic,General
1447,organic,Homelessness
1448,organic,General
1449,email,Homelessness
1450,display,Homelessness
1451,organic,Poverty
1452,organic,General
1453,organic,General
1454,search,General
1455,search,Homelessness
1456,email,Poverty
1457,organic,General
1458,display,Homelessness
1459,display,General
1460,organic,General
1461,search,General
1462,search,General
1463,display,Homelessness
1464,display,General
1465,organic,General
1466,search,General
1467,search,Poverty
1468,organic,Homelessness
1469,email,Poverty
1470,search,General
1471,display,General
1472,sarch,General
1473,org,General
1474,search,General
1475,display,Poverty
1476,organic,General
1477,organic,General
1478,search,General
1479,organic,General
1480,organic,Homelessness
1481,display,General
1482,display,General
1483,search,Homelessness
1484,organic,Homelessness
1485,search,General
1486,search,Poverty
1487,organic,General
1488,display,General
1489,search,General
1490,sarch,Homelessness
1491,email,General
1492,organic,Homelessness
1493,search,General
1494,display,General
1495,display,Homelessness
1496,display,Poverty
1497,display,General
1498,org,General
1499,search,Homelessness
1500,organic,General
1501,organic,Homelessness
1502,organic,Poverty
1503,organic,General
1504,organic,Poverty
1505,search,General
1506,display,Homelessness
1507,sarch,General
1508,search,General
1509,organic,General
1510,display,General
1511,organic,General
1512,org,General
1513,display,General
1514,search,Homelessness
1515,search,General
1516,org,Homelessness
1517,org,General
1518,display,General
1519,organic,Homelessness
1520,display,Homelessness
1521,search,Homelessness
1522,display,General
1523,organic,Homelessness
1524,sarch,General
1525,sarch,Homelessness
1526,sarch,Homelessness
1527,display,General
1528,search,General
1529,organic,General
1530,organic,General
1531,display,Poverty
1532,search,Homelessness
1533,org,Homelessness
1534,organic,General
1535,search,Homelessness
1536,display,General
1537,search,Poverty
1538,search,General
1539,email,General
1540,display,General
1541,display,General
1542,org,Homelessness
1543,display,Homelessness
1544,organic,Homelessness
1545,organic,General
1546,organic,General
1547,search,Homelessness
1548,search,Homelessness
1549,organic,General
1550,sarch,General
1551,organic,Poverty
1552,display,General
1553,display,Homelessness
1554,search,Poverty
1555,organic,Poverty
1556,display,General
1557,organic,General
1558,organic,Homelessness
1559,display,Homelessness
1560,search,General
1561,search,General
1562,organic,General
1563,org,Poverty
1564,display,General
1565,display,Homelessness
1566,organic,Homelessness
1567,organic,General
1568,search,General
1569,email,Homelessness
1570,display,Homelessness
1571,organic,General
1572,organic,Poverty
1573,sarch,Homelessness
1574,display,General
1575,display,General
1576,organic,General
1577,email,General
1578,sarch,Homelessness
1579,organic,Homelessness
1580,organic,General
1581,display,Homelessness
1582,display,General
1583,display,General
1584,org,Homelessness
1585,search,General
1586,organic,Homelessness
1587,organic,Homelessness
1588,organic,General
1589,search,Homelessness
1590,organic,Homelessness
1591,search,Homelessness
1592,organic,General
1593,organic,General
1594,org,Poverty
1595,display,Homelessness
1596,display,General
1597,organic,General
1598,sarch,General
1599,organic,Poverty
1600,organic,General
1601,display,Poverty
1602,email,General
1603,org,General
1604,email,General
1605,display,Homelessness
1606,organic,General
1607,display,General
1608,organic,General
1609,organic,General
1610,search,General
1611,organic,General
1612,display,Homelessness
1613,search,Homelessness
1614,display,Homelessness
1615,search,Homelessness
1616,search,General
1617,search,Homelessness
1618,organic,Homelessness
1619,organic,General
1620,display,General
1621,display,Homelessness
1622,organic,General
1623,search,General
1624,display,Homelessness
1625,org,General
1626,display,General
1627,search,General
1628,organic,General
1629,display,Poverty
1630,organic,General
1631,email,General
1632,organic,General
1633,search,Poverty
1634,display,General
1635,display,General
1636,organic,Homelessness
1637,search,General
1638,organic,Homelessness
1639,display,Homelessness
1640,org,General
1641,sarch,Homelessness
1642,organic,General
1643,organic,General
1644,search,Homelessness
1645,email,General
1646,organic,Homelessness
